"chrom","window","MDS1","MDS2"
"NW_022145596.1",1,-0.00819555467465719,-0.0169941284782681
"NW_022145596.1",2,-0.00656266788990807,0.00417861596734447
"NW_022145596.1",3,0.00480949699498057,0.00344263805314462
"NW_022145596.1",4,0.00490746408539562,-0.0108132602543133
"NW_022145596.1",5,-0.00552664735299409,-0.00483107296770938
"NW_022145596.1",6,-0.00584931863153072,0.00910364287067668
"NW_022145596.1",7,-0.00243220723522744,0.0136834145142274
"NW_022145596.1",8,0.00158215532276764,0.00340314894821089
"NW_022145596.1",9,-0.00823640747971126,0.013176014780696
"NW_022145596.1",10,-0.00609061508738936,0.0160517418536131
"NW_022145596.1",11,-0.00919603956403695,0.0137395831690124
"NW_022145596.1",12,-0.00658705029340832,0.00197379939960688
"NW_022145596.1",13,0.0208341149195572,0.0114898116795648
"NW_022145596.1",14,0.018726134134071,0.00153375471967763
"NW_022145596.1",15,-0.0019439914295024,0.00695621737121253
"NW_022145596.1",16,-0.00840331054905611,0.0152420554987535
"NW_022145596.1",17,-0.010188900777234,0.0145028900986648
"NW_022145596.1",18,-0.00724967810685134,0.0138921347802215
"NW_022145596.1",19,-0.00588465828164462,0.0126982090429156
"NW_022145596.1",20,0.00290463527181662,0.00890403666074574
"NW_022145596.1",21,-0.00643175055224321,0.00654147429790071
"NW_022145596.1",22,0.0119385823640732,-0.0139364397603562
"NW_022145596.1",23,-0.00215942882130842,-0.0147694507771395
"NW_022145596.1",24,-0.00553049301783357,0.00127665282732485
"NW_022145596.1",25,-0.00479977039131729,-0.00101861186230196
"NW_022145596.1",26,0.00313243732049565,0.010523774293171
"NW_022145596.1",27,-0.00697733937545484,0.00943086797645208
"NW_022145596.1",28,-0.00577049626586459,0.0127468196923714
"NW_022145596.1",29,-0.00690799183809107,0.0102367382335964
"NW_022145596.1",30,-0.00436844964235803,0.00334739997288657
"NW_022145596.1",31,-0.00331293274686563,0.00648397868242314
"NW_022145596.1",32,-0.00793421483306978,0.00157620913948134
"NW_022145596.1",33,-0.00902733341183911,0.00936097826867625
"NW_022145596.1",34,0.00281951768733746,0.00875585315006591
"NW_022145596.1",35,-0.00745444955720285,0.00769753116754742
"NW_022145596.1",36,-0.0056174373355127,0.00637406015858104
"NW_022145596.1",37,-0.00488914843977886,0.00441146067306762
"NW_022145596.1",38,-0.00273427071989265,0.00173539650193524
"NW_022145596.1",39,-0.00994212657712941,-0.00719174606177611
"NW_022145596.1",40,-0.00781927647792389,-0.0033651468765302
"NW_022145596.1",41,-0.00591665016602208,-0.00111496026311993
"NW_022145596.1",42,-0.00759608444522381,0.0047182483877079
"NW_022145596.1",43,-0.00266420851935298,-0.00799288501504417
"NW_022145596.1",44,-0.00529945323432568,-0.00319163530373644
"NW_022145596.1",45,-0.00827032953827383,-0.0191803856692251
"NW_022145596.1",46,-0.00838536392161283,-0.00382472246744806
"NW_022145596.1",47,-0.00945658503020987,0.00842316720338742
"NW_022145596.1",48,-0.00496950042116262,-0.0215641564610876
"NW_022145596.1",49,0.0254189032921509,-0.000387667623903364
"NW_022145596.1",50,0.00115006789483778,0.00766089034835957
"NW_022145596.1",51,-0.004880472875419,0.0101180242867853
"NW_022145596.1",52,0.00299303215669661,0.00598064592380877
"NW_022145596.1",53,-0.00827511480003319,-0.00426191594534143
"NW_022145596.1",54,-0.00640627059331297,0.00178368879366925
"NW_022145596.1",55,0.0332286619212102,-0.0123012514833943
"NW_022145596.1",56,-0.00041466962336607,-0.00342751833457881
"NW_022145596.1",57,-0.00724536617345548,0.00217532106606176
"NW_022145596.1",58,-0.00521493340946102,0.00518984275499941
"NW_022145596.1",59,-0.00298860843937429,-0.0190440000803085
"NW_022145596.1",60,-0.00581397497766552,0.00332192673939939
"NW_022145596.1",61,-0.00633602355670379,-0.00766592435798151
"NW_022145596.1",62,-0.00521919267501608,0.0130014145011874
"NW_022145596.1",63,-0.00853671638166127,0.008626762878626
"NW_022145596.1",64,-0.00532663369156749,-0.00762412673783475
"NW_022145596.1",65,0.0221752700819853,-0.00538587536476891
"NW_022145596.1",66,-0.00272901850484505,-0.00789010456531423
"NW_022145596.1",67,-0.00466663230545418,0.00616802786586621
"NW_022145596.1",68,0.0123723714895365,-0.000165348263039132
"NW_022145596.1",69,-0.00106423969268675,0.00248721337446042
"NW_022145596.1",70,-0.00636845687223168,-0.00386693007790547
"NW_022145596.1",71,0.00235359223314644,0.00134363818332123
"NW_022145596.1",72,-0.00390355744015309,-0.00166799338709163
"NW_022145596.1",73,-0.00189887194209378,0.00250869813364097
"NW_022145596.1",74,-0.0010489414569481,0.00610852537382591
"NW_022145596.1",75,-0.00779494916375866,0.00651602171540988
"NW_022145596.1",76,-0.00193469651615356,-0.0194028114572206
"NW_022145596.1",77,0.00269585268000327,0.00338098506363995
"NW_022145596.1",78,-0.00437967647410429,0.00969646847183758
"NW_022145596.1",79,0.00911087067463302,0.00781281064014383
"NW_022145596.1",80,0.00143046264011092,0.00754107987301472
"NW_022145596.1",81,0.0217458438312698,0.00359959516487894
"NW_022145596.1",82,-0.00799070824612619,-0.00422879888502245
"NW_022145596.1",83,0.00241834843860556,0.0128335732881533
"NW_022145596.1",84,-0.00594382741828694,-0.00782124793825728
"NW_022145596.1",85,0.00602860979740796,-0.0329540020844725
"NW_022145596.1",86,0.0143108391160284,-0.0325255315710582
"NW_022145596.1",87,0.0035953277081605,-0.0587831321586183
"NW_022145596.1",88,-0.000336561928943062,-0.0418804043278843
"NW_022145596.1",89,-0.00798453595710252,-0.0355636658268062
"NW_022145596.1",90,-0.000449963243258716,0.00494095948290768
"NW_022145596.1",91,-0.00827625651733316,0.00710245171253691
"NW_022145596.1",92,0.00535814434434259,-0.00128860037734036
"NW_022145596.1",93,-0.00622475356568685,0.0119529954869405
"NW_022145596.1",94,-0.00249257348755018,-0.0203877844363357
"NW_022145596.1",95,-0.000201656810151311,-0.00262111948447317
"NW_022145596.1",96,-0.00807290807397651,0.00334695831625156
"NW_022145596.1",97,0.00129090908106566,0.0121014154236426
"NW_022145596.1",98,0.0158254348543378,0.000240687691059941
"NW_022145596.1",99,-0.000585368770537446,-0.000511011449180619
"NW_022145596.1",100,-0.00725509317156863,0.0127274560154607
"NW_022145596.1",101,-0.0110486564001331,-0.0180101542314592
"NW_022145596.1",102,0.0174840152645521,-0.00644111126145033
"NW_022145596.1",103,-0.00835960724669872,-0.00372136117267616
"NW_022145596.1",104,-0.00412848473730583,0.00141981003566516
"NW_022145596.1",105,-0.00608230760767857,0.00413074377822577
"NW_022145596.1",106,0.00414247686804825,-0.0170631202939648
"NW_022145596.1",107,-0.00858814357848959,0.0114674508305246
"NW_022145596.1",108,0.00986125782085722,-0.00550122290712162
"NW_022145596.1",109,0.00298646203471196,-0.00216269112134044
"NW_022145596.1",110,-0.00782601560849304,0.00287849240050834
"NW_022145596.1",111,0.00719354898934286,-0.0160217418467838
"NW_022145596.1",112,-0.00450004296720411,-0.0255322351791586
"NW_022145596.1",113,-0.00852655781592511,-0.0219630544595305
"NW_022145596.1",114,-0.00512477634292285,-0.00938670941034841
"NW_022145596.1",115,-0.0102087998180781,-0.00897779863433068
"NW_022145596.1",116,-0.00566667432022271,0.00684701785810312
"NW_022145596.1",117,-0.00584935937909766,-0.00365880374203942
"NW_022145596.1",118,-0.00749385821108431,0.00392510870650032
"NW_022145596.1",119,-0.00226285738710846,0.00865569444687902
"NW_022145596.1",120,-0.00327382981081113,-0.00481849977592372
"NW_022145596.1",121,0.0130540144017163,-0.00778682141757746
"NW_022145596.1",122,0.000871639811393558,0.00798553440378138
"NW_022145596.1",123,0.000222097668650425,0.00985183167043337
"NW_022145596.1",124,-0.0104939709906439,-0.0164975254035849
"NW_022145596.1",125,-0.00961976529851436,0.00865195274596357
"NW_022145596.1",126,-0.00474239667422544,0.00811655641147209
"NW_022145596.1",127,0.00338694309360735,0.00190627884524133
"NW_022145596.1",128,-0.00695045867154755,0.0195956749527263
"NW_022145596.1",129,-0.00873560898394372,0.0127244548385334
"NW_022145596.1",130,-0.00999391329604198,0.00148876064474545
"NW_022145596.1",131,0.00364040256789024,-0.00499218145762459
"NW_022145596.1",132,0.010351280882265,0.00272736782135117
"NW_022145596.1",133,-0.00992950827152723,0.00799887052726449
"NW_022145596.1",134,0.0119662825663039,0.00409350149095228
"NW_022145596.1",135,0.0140663327697799,0.00235868438860216
"NW_022145596.1",136,-0.00968199032591903,0.00660496372827366
"NW_022145596.1",137,-0.00796240550053513,0.00488086253316413
"NW_022145596.1",138,-0.0083151513044513,-0.0229921409026075
"NW_022145596.1",139,0.00344222665496339,-0.0239899399046697
"NW_022145596.1",140,-0.00758701900915164,-0.00772379756601499
"NW_022145596.1",141,-8.5822954835276e-05,0.00420183634473874
"NW_022145596.1",142,-0.00985523133684744,-0.00346932658748993
"NW_022145596.1",143,-0.00309863186428273,0.0115261900806297
"NW_022145596.1",144,-0.00676280440726865,-0.0164499714798869
"NW_022145596.1",145,-0.00430614261217633,0.00950304668500768
"NW_022145596.1",146,-0.00725116330174035,0.00354011232062746
"NW_022145596.1",147,0.0316190612443819,-0.00889840832321327
"NW_022145596.1",148,0.00897127869700902,0.00932820698756964
"NW_022145596.1",149,-0.00275886179100699,0.0117953550480588
"NW_022145596.1",150,-0.00621307205715071,-0.0172543167940544
"NW_022145596.1",151,-0.00704880738565661,-0.00175947052034688
"NW_022145596.1",152,-0.00678948924598845,0.0134635290962557
"NW_022145596.1",153,0.00156189698185512,0.00413763177144021
"NW_022145596.1",154,0.00190247702914096,0.00869434064321678
"NW_022145596.1",155,0.00147810969071169,0.00488173608866469
"NW_022145596.1",156,-0.00920745999522482,0.0105187410697253
"NW_022145596.1",157,-0.00429600494199487,0.0074762129599884
"NW_022145596.1",158,-0.00872731107080882,0.0100402328487466
"NW_022145596.1",159,0.000655503519353726,-0.0106819490695561
"NW_022145596.1",160,-0.0044516581660857,-0.0165110423340915
"NW_022145596.1",161,0.00220436167498796,0.00330752859892241
"NW_022145596.1",162,-0.00954181654640376,0.00749531984759835
"NW_022145596.1",163,-0.00290426522231622,0.00379158394253922
"NW_022145596.1",164,0.00771664328283996,0.0113894890164426
"NW_022145596.1",165,-0.00545270499345612,-0.0015782251010399
"NW_022145596.1",166,0.0137106895548442,0.00147166705999048
"NW_022145596.1",167,-0.00568579030334522,-0.00840755125258438
"NW_022145596.1",168,-0.00483984744701703,0.00103270407075037
"NW_022145596.1",169,-0.00628686360555174,0.0038417054065205
"NW_022145596.1",170,-0.00878172708451425,0.00258014918970428
"NW_022145596.1",171,-0.00758092249362501,-0.00496429605524392
"NW_022145596.1",172,0.00808612997804748,0.000441375229010836
"NW_022145596.1",173,-0.00592999104290663,-0.00870254600810492
"NW_022145596.1",174,-0.0030238308665392,0.00929768029469755
"NW_022145596.1",175,0.0355584125212034,0.00142313417351527
"NW_022145596.1",176,-0.000876001378938943,0.00428399514717067
"NW_022145596.1",177,0.0010973893450873,0.00335418416283484
"NW_022145596.1",178,-0.0105887911708935,0.0193987743388801
"NW_022145596.1",179,-0.00768316342805213,-0.00905047333932644
"NW_022145596.1",180,0.00139278715648518,0.00554413384274959
"NW_022145596.1",181,-0.000958054622291171,-0.0205987825159523
"NW_022145596.1",182,-0.00549838114772277,-0.00932696754725773
"NW_022145596.1",183,0.00429867011442268,-0.0134439964744516
"NW_022145596.1",184,-0.00563946423935258,-0.000852795896545131
"NW_022145596.1",185,-0.00623924034804893,0.00172243263106528
"NW_022145596.1",186,-0.00360009615091578,0.00772075219570628
"NW_022145596.1",187,-0.00752928648680016,0.0115420045969821
"NW_022145596.1",188,0.00206926936345137,0.0160762864853023
"NW_022145596.1",189,0.00388411732717068,0.0088628477916342
"NW_022145596.1",190,-0.00454825149910715,0.00938309079313617
"NW_022145596.1",191,-0.00306570587848284,0.00742015407861649
"NW_022145596.1",192,0.00835405595304862,0.00115364840918945
"NW_022145596.1",193,-0.00738838526270571,0.0180517392886005
"NW_022145596.1",194,0.00542660457851113,0.0103623951852077
"NW_022145596.1",195,0.00444458821138004,0.00556452191565505
"NW_022145596.1",196,-0.00618957166514324,0.00339150222589692
"NW_022145596.1",197,-0.00840499084557253,0.000179940734985482
"NW_022145596.1",198,-0.00311144620030338,-0.00181774924219666
"NW_022145596.1",199,-0.00753363909841943,0.00475970012504971
"NW_022145596.1",200,-0.00981299903451189,0.00311010660297626
"NW_022145596.1",201,-0.00290004658439398,0.00784131389089599
"NW_022145596.1",202,-0.00891096278268752,-0.000461570844267939
"NW_022145596.1",203,-0.00316573276177343,0.00977789091360976
"NW_022145596.1",204,-0.00792795907884606,0.0130576613869282
"NW_022145596.1",205,-0.00805798074999769,0.00900354926700779
"NW_022145596.1",206,0.000810031928195251,0.0131782196271795
"NW_022145596.1",207,-0.00576207200212677,0.00352165018996103
"NW_022145596.1",208,-0.0075718672775321,-0.00252472706197521
"NW_022145596.1",209,-0.00764117421573256,0.000462517482292227
"NW_022145596.1",210,0.0029954994315458,0.00960769645580509
"NW_022145596.1",211,-0.00503742427179577,0.00749327287539821
"NW_022145596.1",212,-0.00474027768898534,-0.000765893291341196
"NW_022145596.1",213,-0.00559737528838871,0.0051179572052102
"NW_022145596.1",214,-0.00646678127633065,0.00694895350132055
"NW_022145596.1",215,-0.00868602710703996,0.00921415909387352
"NW_022145596.1",216,-0.00375997097742817,0.0131194183464007
"NW_022145596.1",217,-0.00869279610323831,0.00855896335927067
"NW_022145596.1",218,0.00169668873380782,-0.00839612859673413
"NW_022145596.1",219,-0.000632691937755771,0.00374651282942784
"NW_022145596.1",220,0.00375165191414081,-0.00318086224226766
"NW_022145596.1",221,-0.00324787777863029,-0.00106962445814042
"NW_022145596.1",222,-0.00838528338077448,0.00165923302199999
"NW_022145596.1",223,-0.00705932467840276,0.00541393132934815
"NW_022145596.1",224,-0.00209671705784803,0.00355177073291741
"NW_022145596.1",225,-0.00564517825568342,-0.0131630452682635
"NW_022145596.1",226,-0.00833355627542583,-0.00121808534755496
"NW_022145596.1",227,-0.00965037464394163,0.00606609565858621
"NW_022145596.1",228,-0.00716803300516347,0.0072977756832178
"NW_022145596.1",229,0.00959700495754817,0.0115831903218829
"NW_022145596.1",230,-0.00372996309034881,0.00462419404540635
"NW_022145596.1",231,-0.00703286795213628,-0.00596650366536507
"NW_022145596.1",232,0.0198407648355181,0.00489066901159552
"NW_022145596.1",233,0.00206591940119019,0.00594732994315536
"NW_022145596.1",234,-0.0108267432369045,-0.00533205923323472
"NW_022145596.1",235,-0.0100249692835548,0.0026420206082709
"NW_022145596.1",236,0.0206813110263509,0.00304189168455946
"NW_022145596.1",237,0.00364312273570654,0.0141453777039085
"NW_022145596.1",238,-0.00687019733771575,0.00769992077377632
"NW_022145596.1",239,-0.000668474340614809,0.0171021449782986
"NW_022145596.1",240,-0.00906867233744309,-0.00320545850043052
"NW_022145596.1",241,-0.00453321725521956,-0.0107744237021232
"NW_022145596.1",242,-0.00705865287953471,0.0026294735774267
"NW_022145596.1",243,-0.00635953625648922,0.00980113730371953
"NW_022145596.1",244,-0.0063064988712164,0.00903174612153636
"NW_022145596.1",245,0.00200487907355703,-8.34692855231501e-05
"NW_022145596.1",246,-0.00941850423138973,0.00576108391024423
"NW_022145596.1",247,-0.00380054194752464,0.0112107444582266
"NW_022145596.1",248,-0.00660872924422537,0.00622391549313588
"NW_022145596.1",249,-0.00678042000079899,0.00711722847028318
"NW_022145596.1",250,-0.0101700835059452,-0.00621949417060088
"NW_022145596.1",251,-0.00387186954108236,0.0074030632245571
"NW_022145596.1",252,-0.00303198789545194,0.00488606922718679
"NW_022145596.1",253,0.0146020262721721,-0.00353586699426367
"NW_022145596.1",254,0.000817090043405431,0.00520305182114573
"NW_022145596.1",255,-0.00286567056376301,-0.00961037448651148
"NW_022145596.1",256,0.0271589361666766,0.00662813526739034
"NW_022145596.1",257,0.0180647290045046,0.0118757020831812
"NW_022145596.1",258,-0.001827805220399,0.00786778492769361
"NW_022145596.1",259,-0.00182693937980037,-0.0107190377723723
"NW_022145596.1",260,-0.00422939184854011,-0.00483685103593817
"NW_022145596.1",261,0.00238568537721175,0.0126389866061642
"NW_022145596.1",262,-0.0100195090526344,-0.00626820771664931
"NW_022145596.1",263,-0.00922132728486518,-0.0183836215843973
"NW_022145596.1",264,0.00726519529281416,0.00315125384487323
"NW_022145596.1",265,0.00923459386274767,0.00522500761296083
"NW_022145596.1",266,0.00412719147277011,0.00346989459702151
"NW_022145596.1",267,-0.00821721492893678,0.00411274859512401
"NW_022145596.1",268,0.00435018385752034,-0.00676647753002474
"NW_022145596.1",269,-0.00132247173761509,-0.0117228350730018
"NW_022145596.1",270,-0.00734065814599456,-0.0211873148381187
"NW_022145596.1",271,0.00659790421873322,-0.0103916945179862
"NW_022145596.1",272,0.00889554233569215,0.00314733272570266
"NW_022145596.1",273,-0.00480041078294845,0.00765789765932033
"NW_022145596.1",274,-0.00416211764394447,0.0029125351690722
"NW_022145596.1",275,-0.000674608751856503,0.0165373943995034
"NW_022145596.1",276,0.00087521516023201,0.0158230239963871
"NW_022145596.1",277,0.00376803225376106,0.0127306825535988
"NW_022145596.1",278,0.00442259409503559,-0.000690041030817964
"NW_022145596.1",279,-0.00605364242264716,0.0119786518886585
"NW_022145596.1",280,0.0136217783409221,-0.0273472131463884
"NW_022145596.1",281,0.000233795586829058,0.00834860354013363
"NW_022145596.1",282,-0.000704279164047523,0.00114325920783832
"NW_022145596.1",283,0.00235609332076518,0.00389425844709508
"NW_022145596.1",284,-0.00145329665884217,0.0092105035248665
"NW_022145596.1",285,-0.00679407332105865,0.00346884986059948
"NW_022145596.1",286,-0.00823312621837477,0.00195811377203383
"NW_022145596.1",287,0.0159341304005983,0.00514754039213473
"NW_022145596.1",288,-0.00719850959022728,-0.00221224100819683
"NW_022145596.1",289,-0.0105135936510295,-0.00276554274519334
"NW_022145596.1",290,-0.0088187591407136,-0.0105194368835475
"NW_022145596.1",291,-0.00342823349633533,0.00122070962120407
"NW_022145596.1",292,-0.00238162459160538,0.00890485408906403
"NW_022145596.1",293,-0.00426672258043993,0.00457544829154883
"NW_022145596.1",294,-0.00890326197344177,0.00281006340106484
"NW_022145596.1",295,-0.0068159019245891,0.00801195946961352
"NW_022145596.1",296,-0.0101820504779671,0.00152381579218211
"NW_022145596.1",297,0.0175251357004228,-0.00147072867956297
"NW_022145596.1",298,-0.00414602866709555,0.00367125155790276
"NW_022145596.1",299,-0.00273022163110903,0.00396797041541626
"NW_022145596.1",300,0.00445287333649722,0.00382267585571961
"NW_022145596.1",301,-0.00597343001471963,0.00445024475022331
"NW_022145596.1",302,0.00690887795302918,0.00451274288847554
"NW_022145596.1",303,-0.00489815131413949,0.00739636945989111
"NW_022145596.1",304,-0.00665791778226077,-0.00139161529768844
"NW_022145596.1",305,0.0027841137828535,-0.00322240891037614
"NW_022145596.1",306,-0.000952920890459262,-0.00274939011294361
"NW_022145596.1",307,-0.00570833888853785,-0.00200485344583241
"NW_022145596.1",308,0.00555316184425623,-0.00175309660700494
"NW_022145596.1",309,0.000955753092174398,0.0025997421499849
"NW_022145596.1",310,-0.00473816126471851,0.00165767697845637
"NW_022145596.1",311,0.000861809323194852,0.00652748772334046
"NW_022145596.1",312,0.00127383734727644,0.00479281857336633
"NW_022145596.1",313,0.00205698160149008,0.00263767992659333
"NW_022145596.1",314,0.00091093581743953,0.00675489528005754
"NW_022145596.1",315,-9.63455126690298e-05,-0.0166074334316256
"NW_022145596.1",316,0.000148058524376351,-0.00911227117135021
"NW_022145596.1",317,0.000878033511582836,0.00625543106441517
"NW_022145596.1",318,-0.00917347712004746,-0.0110363347860937
"NW_022145596.1",319,0.00608211612543537,0.0083866737893451
"NW_022145596.1",320,0.00615917698174975,0.00183356013290895
"NW_022145596.1",321,0.00566396197158255,-0.0112164389180917
"NW_022145596.1",322,0.0368636153284035,0.0045434851575069
